CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
41434581,DELIMARIE,MANHATTAN,106,DUANE STREET,10007,2123496902,American,11/28/2014,Violations were cited in the following area(s).,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,62,,,08/28/2017,Administrative Miscellaneous / Initial Inspection
50038346,CROWN GRILL AND SALAD,BROOKLYN,802,GRAND ST,11211,7183845900,Chicken,03/13/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,29,,,08/28/2017,Cycle Inspection / Initial Inspection
41482729,PERIZIA CAFE  and  PIZZA,BROOKLYN,1626,EAST   16 STREET,11229,7185134900,Pizza,02/24/2017,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,27,,,08/28/2017,Cycle Inspection / Initial Inspection
41396241,KITCHEN PROVANCE,MANHATTAN,55,WEST   38 STREET,10018,2128692561,American,05-07-14,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7,A,05-07-14,08/28/2017,Cycle Inspection / Initial Inspection
50044002,BALLY TOTAL FITNESS JUICE BAR,MANHATTAN,139,W 32ND ST,10001,2124651750,"Juice, Smoothies, Fruit Salads",01-05-16,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,26,,,08/28/2017,Pre-permit (Operational) / Initial Inspection
41376831,SEBA-SEBA BAKERY,QUEENS,8303,NORTHERN BOULEVARD,11372,7183354548,Bakery,01/16/2014,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,12,A,01/16/2014,08/28/2017,Cycle Inspection / Initial Inspection
40541030,BASTA PASTA RESTAURANT,MANHATTAN,37,WEST 17 STREET,10011,2123660888,Italian,06-11-15,Violations were cited in the following area(s).,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,30,,,08/28/2017,Smoke-Free Air Act / Initial Inspection
41003717,KINGDOM CAFE & RISTORANTE,STATEN ISLAND,4350,AMBOY ROAD,10312,7189486988,Italian,07/17/2017,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,20,,,08/28/2017,Cycle Inspection / Initial Inspection
41539844,SAIGON MARKET,MANHATTAN,9193,UNIVERSITY PLACE,10003,2129823691,Vietnamese/Cambodian/Malaysia,04-07-14,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,21,,,08/28/2017,Cycle Inspection / Initial Inspection
50034496,HERBALIFE,BRONX,624,MELROSE AVE,10455,3478938401,Other,04-08-16,No violations were recorded at the time of this inspection.,,,Not Applicable,0,A,04-08-16,08/28/2017,Cycle Inspection / Initial Inspection
50045219,LA PINELA,STATEN ISLAND,163,DONGAN ST,10310,7184472706,Italian,03/22/2017,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,73,,,08/28/2017,Cycle Inspection / Initial Inspection
41315226,CHOP'T,MANHATTAN,145,WEST 51 STREET,10019,2129748140,Salads,12-08-15,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,12-08-15,08/28/2017,Cycle Inspection / Initial Inspection
50004033,CHIPOTLE MEXICAN GRILL,MANHATTAN,234,5TH AVE,10001,2125320372,Mexican,05/19/2016,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,10,,,08/28/2017,Cycle Inspection / Initial Inspection
41345931,PETE'S RESTAURANT & PIZZERIA,QUEENS,3926,BELL BOULEVARD,11361,7184289351,Pizza/Italian,10/20/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13,A,10/20/2015,08/28/2017,Cycle Inspection / Re-inspection
50003089,FATTY DADDY TACOS,BROOKLYN,310,9 STREET,11215,7184998226,Mexican,10/30/2013,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,17,,,08/28/2017,Pre-permit (Operational) / Initial Inspection
41406895,SUN SAI GAI RESTAURANT,MANHATTAN,220,CANAL STREET,10013,2129647256,Chinese,06/23/2014,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11,A,06/23/2014,08/28/2017,Cycle Inspection / Re-inspection
41695440,BEST BAKERY,BROOKLYN,5812,8 AVENUE,11220,7184395138,Chinese,09/30/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,21,,,08/28/2017,Cycle Inspection / Initial Inspection
50051612,DOS CAMINOS,MANHATTAN,1567,BROADWAY,10036,2129181330,Mexican,09/21/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,24,,,08/28/2017,Pre-permit (Operational) / Initial Inspection
41478388,18 RESTAURANT,MANHATTAN,240,EAST   81 STREET,10028,2125172400,Jewish/Kosher,02/25/2014,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,22,B,02/25/2014,08/28/2017,Cycle Inspection / Re-inspection
40397962,BEN ASH DELICATESSEN,MANHATTAN,855,7 AVENUE,10019,2122651818,Delicatessen,12-05-14,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,40,,,08/28/2017,Cycle Inspection / Initial Inspection
41634737,BISTRO CATERERS,MANHATTAN,147,WEST   51 STREET,10019,2125869191,American,05/19/2014,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,8,A,05/19/2014,08/28/2017,Cycle Inspection / Re-inspection
41717385,HEALTHY FRESH,BRONX,621,EAST  187 STREET,10458,7186187200,Sandwiches/Salads/Mixed Buffet,11/14/2014,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,44,,,08/28/2017,Cycle Inspection / Initial Inspection
41117553,EPISTROPHY CAFE,MANHATTAN,200,MOTT STREET,10012,2129660904,Italian,10/13/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,26,,,08/28/2017,Cycle Inspection / Initial Inspection
50009698,SAN LOCO,BROOKLYN,637,DRIGGS AVE,11211,7182188479,Mexican,08-10-17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,19,,,08/28/2017,Cycle Inspection / Initial Inspection
41266621,MAGNOLIA BAKERY,MANHATTAN,401,BLEECKER STREET,10014,2124622572,Bakery,05/26/2015,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,12,A,05/26/2015,08/28/2017,Cycle Inspection / Re-inspection
41586885,CENTRAL MARKET ALL AMERICAN GRILL,MANHATTAN,4,SOUTH STREET,10004,2125145220,American,02-05-15,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,17,B,02-05-15,08/28/2017,Cycle Inspection / Re-inspection
50000538,LOS POLLOS RESTAURANT,QUEENS,4551,46 STREET,11377,7183928141,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",08/19/2014,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,22,B,08/19/2014,08/28/2017,Cycle Inspection / Re-inspection
40392384,B.Q.E. CAFE BILLIARDS,QUEENS,7002,34 AVENUE,11372,7187794348,American,05/14/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,11,A,05/14/2015,08/28/2017,Cycle Inspection / Initial Inspection
50000346,SILVANA,MANHATTAN,300,WEST 116TH STREET,10026,6466924935,Mediterranean,11/14/2014,Establishment re-opened by DOHMH,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,6,C,11/14/2014,08/28/2017,Cycle Inspection / Reopening Inspection
40965496,"DUNKIN' DONUTS, BASKIN ROBBINS",BROOKLYN,18151817,AVENUE U,11229,7183367414,CafÃ©/Coffee/Tea,10/22/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,15,,,08/28/2017,Cycle Inspection / Initial Inspection
41316096,ALIMENTOS SALUDABLES - MEXICAN GRILL,BROOKLYN,5919,4 AVENUE,11220,7184921660,Mexican,12-11-14,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,23,,,08/28/2017,Cycle Inspection / Initial Inspection
41313546,"DUNKIN' DONUTS, BASKIN ROBBINS",MANHATTAN,455,PARK AVENUE SOUTH,10016,2122139010,Donuts,05-10-16,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,13,A,05-10-16,08/28/2017,Cycle Inspection / Re-inspection
40626708,LA MIRABELLE RESTAURANT,MANHATTAN,102,WEST   86 STREET,10024,2124960458,French,10/23/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13,A,10/23/2015,08/28/2017,Cycle Inspection / Initial Inspection
50017257,PICK & PAY GYRO & PIZZA,MANHATTAN,30,LEXINGTON AVE,10010,2123878200,Pizza,02-08-16,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,45,,,08/28/2017,Cycle Inspection / Re-inspection
40377325,JACKSON HOLE,MANHATTAN,521,THIRD AVENUE,10016,2126793264,American,05/17/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,14,,,08/28/2017,Cycle Inspection / Initial Inspection
41114768,PUFFY'S TAVERN,MANHATTAN,81,HUDSON STREET,10013,2122273912,American,10-01-14,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,10-01-14,08/28/2017,Cycle Inspection / Re-inspection
50006605,AT YOUR MOTHER-IN-LAW,BROOKLYN,3071,BRIGHTON 4TH ST,11235,7189424088,Korean,03/17/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,15,,,08/28/2017,Cycle Inspection / Initial Inspection
50012106,ABURI SUSHI,BROOKLYN,769,GRAND ST,11211,7183878815,Japanese,01/21/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,01/21/2016,08/28/2017,Cycle Inspection / Re-inspection
50001786,DAG'S THE PATIO,MANHATTAN,342,E 47TH ST,10017,9174714822,CafÃ©/Coffee/Tea,06/27/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,A,06/27/2014,08/28/2017,Cycle Inspection / Re-inspection
