activity_date,employee_id,facility_address,facility_city,facility_id,facility_name,facility_state,facility_zip,grade,owner_id,owner_name,pe_description,program_element_pe,program_name,program_status,record_id,score,serial_number,service_code,service_description
09-09-15,EE0000822,6660 W SUNSET BLVD STE STE.,LOS ANGELES,FA0071208,SUBWAY #44832,CA,90028,A,OW0018338,KAMRAJ CORPORATION,RESTAURANT (0-30) SEATS MODERATE RISK,1631,SUBWAY #44832,ACTIVE,PR0029904,97,DARNPSSVH,1,ROUTINE INSPECTION
22-06-16,EE0000746,4741 EAGLE ROCK BLVD,LOS ANGELES,FA0165562,MIA SUSHI,CA,90041,A,OW0128814,KRESS VENTURE INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,MIA SUSHI,ACTIVE,PR0153892,94,DAQYEU3CD,1,ROUTINE INSPECTION
18-04-17,EE0000847,20440 DEVONSHIRE ST,CHATSWORTH,FA0054483,VONS MARKET #1671,CA,91311,A,OW0038181,THE VONS COMPANIES INC.,RESTAURANT (0-30) SEATS HIGH RISK,1632,VONS DELI,ACTIVE,PR0037850,92,DA9H0LFHP,1,ROUTINE INSPECTION
11-05-17,EE0000721,421 VENICE BLVD,LOS ANGELES,FA0240747,EL PATRONCITO,CA,90015,A,OW0236788,RODRIGO HERNANDEZ,RESTAURANT (0-30) SEATS HIGH RISK,1632,EL PATRONCITO,ACTIVE,PR0188799,94,DA8ENEBK0,1,ROUTINE INSPECTION
01-04-16,EE0000122,1000 VIN SCULLY AVE,LOS ANGELES,FA0019271,DODGER STADIUM,CA,90012,A,OW0021606,LEVY PREMIUM FOOD SERVICE LP,RESTAURANT (0-30) SEATS HIGH RISK,1632,#252 TOMMY LASORDA'S TRATTORIA,ACTIVE,PR0148288,95,DAXXC4HMD,1,ROUTINE INSPECTION
29-10-15,EE0000742,19255 COLIMA RD,ROWLAND HEIGHTS,FA0177590,QINGDAO,CA,91748,A,OW0183504,R & J GOURMET HOUSE INC.,RESTAURANT (0-30) SEATS MODERATE RISK,1631,QINGDAO,INACTIVE,PR0170616,90,DA0HRP3RE,1,ROUTINE INSPECTION
06-08-15,EE0000683,18368 CLARK ST,TARZANA,FA0042000,NORMS PHARMACY,CA,91356,A,OW0038631,WEST OAKS CORP,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,NORMS PHARMACY,ACTIVE,PR0035584,97,DACT4JHA8,1,ROUTINE INSPECTION
16-02-16,EE0000581,4360 TUJUNGA AVE,STUDIO CITY,FA0004267,AROMA COFFEE AND TEA CO,CA,91604,A,OW0014280,GUNSKY MARK,RESTAURANT (151 + ) SEATS HIGH RISK,1641,AROMA COFFEE AND TEA CO,ACTIVE,PR0042741,95,DAUTZPJP0,1,ROUTINE INSPECTION
21-04-16,EE0000742,2090 S GAREY AVE,POMONA,FA0008750,CHINA BOWL EXPRESS,CA,91766,A,OW0099876,"DENG, BUN SANN",RESTAURANT (0-30) SEATS HIGH RISK,1632,CHINA BOWL EXPRESS,ACTIVE,PR0035041,90,DAAUTZLEY,1,ROUTINE INSPECTION
28-10-16,EE0000318,1139 E COLORADO ST,GLENDALE,FA0014771,CHINA FOOD EXPRESS,CA,91205,A,OW0016257,HONG MING ZHANG,RESTAURANT (0-30) SEATS HIGH RISK,1632,CHINA FOOD EXPRESS,ACTIVE,PR0008185,97,DAR5K9QCB,1,ROUTINE INSPECTION
14-01-16,EE0000740,1901 E 1ST ST,LOS ANGELES,FA0030445,JIM'S BURGERS #10,CA,90033,A,OW0012562,G&N LLC,RESTAURANT (31-60) SEATS HIGH RISK,1635,JIM'S BURGERS #10,ACTIVE,PR0029866,90,DAY6JHWXD,1,ROUTINE INSPECTION
03-01-17,EE0000735,29641 THE OLD RD,CASTAIC,FA0064012,IT'S A GRIND COFFEE HOUSE,CA,91384,A,OW0005956,CAMM INC.,RESTAURANT (0-30) SEATS MODERATE RISK,1631,IT'S A GRIND COFFEE HOUSE,INACTIVE,PR0028563,94,DAFGNR3Z5,1,ROUTINE INSPECTION
14-07-15,EE0000431,756 E ARROW HWY,POMONA,FA0041310,WINGSTOP # 426,CA,91767,A,OW0017272,JACK ELITE INC.,RESTAURANT (31-60) SEATS MODERATE RISK,1634,WINGSTOP # 426,ACTIVE,PR0007807,90,DAHF0WAFN,1,ROUTINE INSPECTION
26-04-16,EE0000740,3030 N BROADWAY,LOS ANGELES,FA0060961,DOLLAR WORLD 1,CA,90031,A,OW0007657,"CHO, DAVID KUKHUI","FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,DOLLAR WORLD 1,ACTIVE,PR0032326,94,DAOYKLQXS,1,ROUTINE INSPECTION
19-07-16,EE0000821,115 N LINCOLN AVE,MONTEREY PARK,FA0178513,LING AN RESTAURANT,CA,91755-1710,B,OW0184246,IVAN LINGAN INC.,RESTAURANT (61-150) SEATS HIGH RISK,1638,LING AN RESTAURANT,ACTIVE,PR0171953,80,DAIPXXCZB,1,ROUTINE INSPECTION
21-09-15,EE0000188,8821 VALLEY BLVD,ROSEMEAD,FA0164544,PHO PASTEUR,CA,91770,A,OW0127883,"KITCHEN SENSE, LLC",RESTAURANT (151 + ) SEATS HIGH RISK,1641,PHO PASTEUR,ACTIVE,PR0152821,96,DAO9XFK43,1,ROUTINE INSPECTION
29-06-17,EE0000854,928 S WESTERN AVE # 135,LOS ANGELES,FA0178365,HAN SHIK,CA,90006,A,OW0184131,EUNGNAM LEE,RESTAURANT (0-30) SEATS HIGH RISK,1632,HAN SHIK,ACTIVE,PR0171516,94,DA6FK2NTI,1,ROUTINE INSPECTION
27-09-17,EE0001049,5075 WHITTIER BLVD,LOS ANGELES,FA0064133,JACK IN THE BOX #151,CA,90022,A,OW0035140,"TBS FOODS, INC.",RESTAURANT (31-60) SEATS MODERATE RISK,1634,JACK IN THE BOX #151,ACTIVE,PR0027450,95,DAQ4TAVFL,1,ROUTINE INSPECTION
18-12-17,EE0000531,3444 WILSHIRE BLVD,LOS ANGELES,FA0176807,WASABI JAPANESE NOODLE HOUSE,CA,90010,A,OW0182806,YONG JA KANG,RESTAURANT (31-60) SEATS HIGH RISK,1635,WASABI JAPANESE NOODLE HOUSE,ACTIVE,PR0169716,90,DA16CNPVK,1,ROUTINE INSPECTION
09-08-17,EE0000860,26 PENINSULA CTR STE F,ROLLING HILLS ESTATES,FA0226248,FU YUAN LOW RESTAURANT,CA,90274,B,OW0230410,"FU YUAN ASIAN BISTRO, INC",RESTAURANT (61-150) SEATS HIGH RISK,1638,FU YUAN LOW RESTAURANT,ACTIVE,PR0181569,83,DADNPBOFL,1,ROUTINE INSPECTION
13-06-16,EE0000869,3831 W 6TH ST,LOS ANGELES,FA0028370,PHO SAIGON,CA,90020,A,OW0032652,"SHIN, JANE J",RESTAURANT (31-60) SEATS HIGH RISK,1635,PHO SAIGON,ACTIVE,PR0023638,93,DAYMMEMVP,1,ROUTINE INSPECTION
30-07-15,EE0000059,8484 WILSHIRE BLVD,BEVERLY HILLS,FA0138971,NOVEL EXPRESS,CA,90211,A,OW0102249,NOVEL EXPRESS INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,NOVEL EXPRESS,INACTIVE,PR0123349,90,DAN0T0ECA,1,ROUTINE INSPECTION
04-02-16,EE0000659,665 N ROBERTSON BLVD,WEST HOLLYWOOD,FA0030828,ROBERTSON,CA,90069,A,OW0038548,WEHO NIGHTLIFE GROUP INC.,RESTAURANT (151 + ) SEATS HIGH RISK,1641,ROBERTSON,ACTIVE,PR0021125,94,DA0P09W5Y,1,ROUTINE INSPECTION
18-04-17,EE0000857,1710 GARFIELD PL,LOS ANGELES,FA0069853,ROYALE GROCERY & DELI,CA,90028,A,OW0028764,"POGSYAN, GAMLET","FOOD MKT RETAIL (25-1,999 SF) MODERATE RISK",1611,ROYALE GROCERY & DELI,ACTIVE,PR0004558,99,DAX9E0Y62,1,ROUTINE INSPECTION
27-07-15,EE0000215,3902 W RIVERSIDE DR,BURBANK,FA0026683,NOVO CAFE,CA,91505,A,OW0005452,BUONACUCINA CORP,RESTAURANT (61-150) SEATS HIGH RISK,1638,NOVO CAFE,ACTIVE,PR0038961,95,DAAMJLVE1,1,ROUTINE INSPECTION
17-08-16,EE0000927,2731 TWEEDY BLVD,SOUTH GATE,FA0048077,SNACK LAND,CA,90280,A,OW0012616,GALAN MARIA,RESTAURANT (0-30) SEATS MODERATE RISK,1631,SNACK LAND,ACTIVE,PR0018530,95,DAS5RJRJP,1,ROUTINE INSPECTION
08-03-17,EE0000734,39940 10TH ST,PALMDALE,FA0243596,FUJISAN SUSHI@ SAM'S CLUB,CA,93551,A,OW0012455,"FUJI FOOD PRODUCTS, INC",RESTAURANT (0-30) SEATS HIGH RISK,1632,FUJISAN SUSHI@ SAM'S CLUB,ACTIVE,PR0191811,98,DA05KGQAK,1,ROUTINE INSPECTION
06-07-16,EE0000059,8837 W PICO BLVD,LOS ANGELES,FA0222028,THE ROOM SUSHI BAR,CA,90035,A,OW0226947,THE ROOM SUSHI BAR LLC,RESTAURANT (31-60) SEATS HIGH RISK,1635,THE ROOM SUSHI BAR,ACTIVE,PR0177019,90,DA4XISHBF,1,ROUTINE INSPECTION
10-11-16,EE0000884,2500 WILSHIRE BLVD STE 106,LOS ANGELES,FA0057580,APETIT DELIGHTFUL CONVENIENC,CA,90057,B,OW0002842,"APETIT, INC.",RESTAURANT (0-30) SEATS MODERATE RISK,1631,APETIT DELIGHTFUL CONVENIENC,ACTIVE,PR0006802,80,DAMPTFQ7D,1,ROUTINE INSPECTION
28-11-16,EE0000250,335 N VICTORY BLVD,BURBANK,FA0027190,ORIGINAL MARTINO'S BAKERY,CA,91502,A,OW0026899,ORIGINAL MARTINO'S BAKERY,RESTAURANT (0-30) SEATS MODERATE RISK,1631,ORIGINAL MARTINO'S BAKERY,ACTIVE,PR0036029,96,DAZEAEIR0,1,ROUTINE INSPECTION
16-11-16,EE0000684,11502 SANTA MONICA BLVD,LOS ANGELES,FA0064239,JAVAN RESTAURANT,CA,90025,A,OW0001850,AHAM TRADING CORP,RESTAURANT (61-150) SEATS HIGH RISK,1638,JAVAN RESTAURANT,ACTIVE,PR0045212,90,DAS60K9SU,1,ROUTINE INSPECTION
12-04-17,EE0000927,10021 S LONG BEACH BLVD,LYNWOOD,FA0053142,TROPICAL FRUIT,CA,90262,A,OW0003389,AVALON FRANCISCA AL VAREZ,RESTAURANT (0-30) SEATS MODERATE RISK,1631,TROPICAL FRUIT,ACTIVE,PR0047643,99,DAHBV0ELF,1,ROUTINE INSPECTION
31-05-17,EE0000162,1216 FAIR OAKS AVE,SOUTH PASADENA,FA0043070,PANDA EXPRESS #194,CA,91030,A,OW0027458,PANDA EXPRESS INC.,RESTAURANT (0-30) SEATS HIGH RISK,1632,PANDA EXPRESS #194,ACTIVE,PR0002329,100,DAQ2CPL6B,1,ROUTINE INSPECTION
01-12-16,EE0000964,704 W LAS TUNAS DR STE 2,SAN GABRIEL,FA0167757,HALF & HALF GOOD OLD TIME,CA,91776,A,OW0130732,BOS BOBA CORP.,RESTAURANT (0-30) SEATS HIGH RISK,1632,HALF & HALF GOOD OLD TIME,ACTIVE,PR0158141,96,DABLSPFKL,1,ROUTINE INSPECTION
11-05-17,EE0000730,601 N PACIFIC COAST HWY,REDONDO BEACH,FA0014164,CHARLIE'S,CA,90277,A,OW0007124,CHARLIE'S INC.,RESTAURANT (61-150) SEATS HIGH RISK,1638,CHARLIE'S,ACTIVE,PR0032649,95,DAXEIP6BG,1,ROUTINE INSPECTION
24-09-15,EE0000747,1039 W SAN BERNARDINO RD,COVINA,FA0155902,LOS VICTORS MEXICAN FOOD,CA,91722-4106,A,OW0121168,"BUSTO, LUIS A.",RESTAURANT (31-60) SEATS HIGH RISK,1635,LOS VICTORS MEXICAN FOOD,INACTIVE,PR0143340,90,DALIZOZVL,1,ROUTINE INSPECTION
19-07-16,EE0000215,4201 W ALAMEDA AVE,BURBANK,FA0162936,RAWKIN JUICE,CA,91505,A,OW0126622,RAWKIN BLISS LLC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,RAWKIN JUICE,ACTIVE,PR0151095,96,DASARI2MF,1,ROUTINE INSPECTION
19-10-15,EE0000249,1301 E ROSECRANS AVE STE 104,COMPTON,FA0034884,SUBWAY #35620,CA,90221,A,OW0032365,SHAH & MODI CORPORATION,RESTAURANT (0-30) SEATS MODERATE RISK,1631,SUBWAY #35620,ACTIVE,PR0038080,99,DATKMENKR,1,ROUTINE INSPECTION
09-11-16,EE0000526,7235 RESEDA BLVD,RESEDA,FA0041394,NEW BANGLUCK-FOOD-TO-GO,CA,91335,A,OW0025835,NEW BANGLUCK MARKET CORP,"FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",1612,NEW BANGLUK MEAT MARKET,ACTIVE,PR0037576,95,DA8ZJPJLK,1,ROUTINE INSPECTION
19-01-17,EE0000734,815 E AVENUE K,LANCASTER,FA0053165,VALLARTA SUPERMARKET #27,CA,93535,A,OW0037169,"VALLARTA FOOD ENTERPRISES, INC.",RESTAURANT (61-150) SEATS HIGH RISK,1638,VALLARTA TAQUERIA,ACTIVE,PR0024252,90,DAVAAUSBO,1,ROUTINE INSPECTION
31-03-17,EE0000721,123 S FIGUEROA ST,LOS ANGELES,FA0244649,CREPES DE PARIS,CA,90012,A,OW0009011,CREPES DE PARIS INC.,RESTAURANT (0-30) SEATS HIGH RISK,1632,CREPES DE PARIS,ACTIVE,PR0192974,91,DARMRU82H,1,ROUTINE INSPECTION
23-12-15,EE0000721,128 E 6TH ST,LOS ANGELES,FA0039321,MIGNON,CA,90014,A,OW0007157,CHATEAU DU VIN LLC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,MIGNON,ACTIVE,PR0012979,94,DAOKCQNA5,1,ROUTINE INSPECTION
21-07-17,EE0000893,800 N ALAMEDA ST,LOS ANGELES,FA0071143,SUBWAY,CA,90012,A,OW0005806,CALIFORNIA SUNSHINE FOODS CO,RESTAURANT (0-30) SEATS MODERATE RISK,1631,SUBWAY,ACTIVE,PR0032904,93,DAILYCAGY,1,ROUTINE INSPECTION
07-10-15,EE0000722,4505 BEVERLY BLVD,LOS ANGELES,FA0160149,NAPOLE,CA,90004,A,OW0125131,KIJONG OH,RESTAURANT (31-60) SEATS HIGH RISK,1635,NAPOLE,ACTIVE,PR0148232,90,DAF4H5DEB,1,ROUTINE INSPECTION
11-02-16,EE0000742,1370 FULLERTON RD # 103,ROWLAND HEIGHTS,FA0173738,DUKE BAKERY,CA,91748-1247,A,OW0180495,DUKE BAKERY INC.,RESTAURANT (0-30) SEATS MODERATE RISK,1631,DUKE BAKERY,ACTIVE,PR0166521,91,DAOZYJBVC,1,ROUTINE INSPECTION
03-12-15,EE0000258,778 N NOGALES AVE STE F,WALNUT,FA0056992,A.J.'S FIESTA RESTAURANT & C,CA,91789,A,OW0011793,FESTEJO ALLAN H.,RESTAURANT (0-30) SEATS HIGH RISK,1632,A.J.'S FIESTA RESTAURANT & C,ACTIVE,PR0003901,91,DAHNDKOUC,1,ROUTINE INSPECTION
29-06-16,EE0000911,10875 W KINROSS AVE,LOS ANGELES,FA0166646,THE BOILING CRAB,CA,90024,A,OW0129756,HELNGO 8750 LLC,RESTAURANT (151 + ) SEATS HIGH RISK,1641,THE BOILING CRAB,ACTIVE,PR0156957,95,DARHV5C9N,1,ROUTINE INSPECTION
27-04-17,EE0000557,4101 CITY TERRACE DR,LOS ANGELES,FA0180841,MERCADO HIDALGO,CA,90063-1106,A,OW0186182,"TOCAYO SOLUTIONS, INC.","FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",1612,MERCADO HIDALGO,ACTIVE,PR0174660,92,DARLPUNO0,1,ROUTINE INSPECTION
27-10-15,EE0000506,1602 OCEAN AVE,SANTA MONICA,FA0072365,THE LOBSTER,CA,90401,A,OW0035632,THE LOBSTER LLC,RESTAURANT (151 + ) SEATS HIGH RISK,1641,THE LOBSTER,ACTIVE,PR0020771,91,DAHXFFPFL,1,ROUTINE INSPECTION
09-02-16,EE0000578,15928 VENTURA BLVD,ENCINO,FA0164694,PEPPER DELI & GRILL,CA,91436,A,OW0128013,ABS VENTURE INC.,RESTAURANT (31-60) SEATS HIGH RISK,1635,PEPPER DELI & GRILL,INACTIVE,PR0152975,97,DAYNNRCMF,1,ROUTINE INSPECTION
22-08-16,EE0000733,3970 SEPULVEDA BLVD STE 3,CULVER CITY,FA0163225,THE TASTE KITCHEN,CA,90230,A,OW0126890,KANSINEE VISETPUTTAN,RESTAURANT (0-30) SEATS HIGH RISK,1632,THE TASTE  KITCHEN,INACTIVE,PR0151413,93,DAVI6UH25,401,OWNER INITIATED ROUTINE INSPECT.
25-10-16,EE0000062,630 N SEPULVEDA BLVD STE 3A,EL SEGUNDO,FA0068579,PETIT CAFE,CA,90245,A,OW0003480,"AWADA, MARCO",RESTAURANT (0-30) SEATS HIGH RISK,1632,PETIT CAFE,ACTIVE,PR0016183,93,DAIVHLDYO,1,ROUTINE INSPECTION
07-10-15,EE0000998,1185 DURFEE AVE,SOUTH EL MONTE,FA0038674,MCDONALD'S #5213,CA,91733,A,OW0031533,R & B SANCHEZ DBA MCDONALD'S,RESTAURANT (61-150) SEATS MODERATE RISK,1637,MCDONALD'S 5213,ACTIVE,PR0032323,93,DA0GDDNIK,1,ROUTINE INSPECTION
28-07-16,EE0000468,189 THE GROVE DR # 0-10,LOS ANGELES,FA0174724,BLUE RIBBON SUSHI BAR & GRILL,CA,90036,A,OW0181361,BRLA LP,RESTAURANT (0-30) SEATS HIGH RISK,1632,BLUE RIBBON SUSHI BAR & GRILL,ACTIVE,PR0167763,98,DATUI30IJ,1,ROUTINE INSPECTION
10-11-15,EE0000947,11116 E WASHINGTON BLVD,WHITTIER,FA0019324,JUAN GREAT FIESTA,CA,90606,A,OW0035975,"TIO ROBBY'S, INC",RESTAURANT (31-60) SEATS HIGH RISK,1635,JUAN GREAT FIESTA,INACTIVE,PR0033400,96,DAO00QRWG,1,ROUTINE INSPECTION
14-07-15,EE0000312,10316 E ALONDRA BLVD,BELLFLOWER,FA0071689,TACO MAZO,CA,90706,A,OW0026763,"OMAR ROMERO, INC",RESTAURANT (0-30) SEATS HIGH RISK,1632,TACO MAZO,ACTIVE,PR0016428,97,DAJOV1V7A,1,ROUTINE INSPECTION
10-12-15,EE0000074,6424 SAN FERNANDO RD,GLENDALE,FA0064631,KABAB WAY,CA,91201,A,OW0013118,"GFRESH & TASTY, INC.",RESTAURANT (61-150) SEATS HIGH RISK,1638,KABAB WAY,ACTIVE,PR0004700,90,DA4LV8H4X,1,ROUTINE INSPECTION
25-10-16,EE0000206,12980 SHERMAN WAY STE #1,NORTH HOLLYWOOD,FA0005048,BBQ UNLIMITED,CA,91605,B,OW0012091,FONG CHIC,RESTAURANT (31-60) SEATS HIGH RISK,1635,BBQ UNLIMITED,ACTIVE,PR0035662,84,DA8BNOT3Z,1,ROUTINE INSPECTION
27-10-17,EE0000927,8121 STATE ST,SOUTH GATE,FA0052793,TOMS #11,CA,90280,A,OW0037094,"VALASKANZIS, NIKIFOROS",RESTAURANT (31-60) SEATS HIGH RISK,1635,TOMS #11,ACTIVE,PR0010883,97,DALYLNH0G,1,ROUTINE INSPECTION
14-06-17,EE0000854,3474 W 8TH ST,LOS ANGELES,FA0203417,PLATO RESTAURANT,CA,90005-2518,A,OW0208611,"BRAVE BROTHERS, LLC",RESTAURANT (61-150) SEATS HIGH RISK,1638,PLATO RESTAURANT,ACTIVE,PR0175769,90,DAFMECPNY,1,ROUTINE INSPECTION
10-05-16,EE0000382,2740 MOUNTAIN VIEW RD,EL MONTE,FA0006220,BOYS & GIRLS CLUB-SGV,CA,91732,A,OW0005135,BOYS & GIRLS CLUB-SGV,RESTAURANT (31-60) SEATS MODERATE RISK,1634,BOYS & GIRLS CLUB-SGV,INACTIVE,PR0015592,96,DAA07A1K2,1,ROUTINE INSPECTION
14-11-17,EE0000424,1416 E COLORADO ST,GLENDALE,FA0069267,RALPHS MARKET #60,CA,91205,A,OW0029458,RALPHS GROCERY COMPANY,RESTAURANT (0-30) SEATS MODERATE RISK,1631,RALPHS GROCERY CO #60-BAKERY,ACTIVE,PR0033008,93,DAB8UEDD2,1,ROUTINE INSPECTION
19-07-17,EE0000558,785 RIO RANCHO RD 310,POMONA,FA0156744,YOGURTLAND,CA,91766,A,OW0121992,PROSPERITY PROMISE LAND INC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,YOGURTLAND,ACTIVE,PR0144412,100,DA6YJ1Z1S,1,ROUTINE INSPECTION
13-02-17,EE0000250,1110 W ALAMEDA AVE,BURBANK,FA0043634,PANDA EXPRESS #154,CA,91506,A,OW0027458,PANDA EXPRESS INC.,RESTAURANT (0-30) SEATS HIGH RISK,1632,PANDA EXPRESS #154,ACTIVE,PR0041969,100,DAY1KIB5T,1,ROUTINE INSPECTION
28-03-17,EE0000163,12200 CIVIC CENTER DR STE #E,NORWALK,FA0055653,YASAI #2,CA,90650,A,OW0039559,YASAI-NORWALK INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,YASAI #2,ACTIVE,PR0021156,96,DAQWZ7YTH,1,ROUTINE INSPECTION
21-06-17,EE0000195,10701 S COMPTON AVE,LOS ANGELES,FA0073810,WATT'S HP MEAT MARKET,CA,90059,A,OW0015223,"HERCULES, MARIA DORA","FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,WATT'S HP MEAT MARKET,ACTIVE,PR0027358,96,DASKWMMTJ,1,ROUTINE INSPECTION
15-05-16,EE0000063,2458 S ST. ANDREWS PL,LOS ANGELES,FA0167448,ST. RICHARD PAMPURI KITCHEN,CA,90018,A,OW0130483,ST. JOHN OF GOD RETIREMENT AND CARE CENTER,RESTAURANT (31-60) SEATS MODERATE RISK,1634,ST. RICHARD PAMPURI KITCHEN,ACTIVE,PR0157815,100,DA5VRFC0N,1,ROUTINE INSPECTION
31-08-15,EE0000375,1800 AVENUE OF THE STARS STE PK,LOS ANGELES,FA0159112,TRIMANA RESTAURANT,CA,90067,A,OW0124144,WATT-ELY AD CORPORATION,RESTAURANT (0-30) SEATS MODERATE RISK,1631,TRIMANA RESTAURANT,INACTIVE,PR0147175,96,DALONWLLY,1,ROUTINE INSPECTION
18-05-16,EE0000721,317 S BROADWAY,LOS ANGELES,FA0203198,KNEAD & CO,CA,90013,A,OW0208416,MEATY LEAF LLC,RESTAURANT (0-30) SEATS HIGH RISK,1632,KNEAD & CO,ACTIVE,PR0175541,96,DAXTB02AH,1,ROUTINE INSPECTION
19-01-17,EE0000800,1552 W ADAMS BLVD,LOS ANGELES,FA0055147,XTRA BIONICOS ALLEXIS,CA,90007,A,OW0008153,CIPRESS SONIA,RESTAURANT (0-30) SEATS MODERATE RISK,1631,XTRA BIONICOS ALLEXIS,ACTIVE,PR0011829,96,DA3E0P0GN,1,ROUTINE INSPECTION
26-01-17,EE0000725,4322 FIRESTONE BLVD,SOUTH GATE,FA0171527,TAIDE'S BIONICOS,CA,90280-3319,A,OW0178601,CANDIDO MOSQUEDA DE AQUINO,RESTAURANT (0-30) SEATS HIGH RISK,1632,TAIDE'S BIONICOS,ACTIVE,PR0163933,96,DA6F4QRAE,1,ROUTINE INSPECTION
27-09-17,EE0000739,19548 VENTURA BLVD,TARZANA,FA0166205,PHO CA,CA,91356,A,OW0129384,A & C RESTAURANT INC.,RESTAURANT (31-60) SEATS HIGH RISK,1635,PHO CA,ACTIVE,PR0156458,90,DADR6AJYC,1,ROUTINE INSPECTION
09-09-15,EE0000861,48 E HUNTINGTON DR,ARCADIA,FA0138256,HOT N SWEET CHICKEN ARCADIA,CA,91006,A,OW0101638,FOOD-DRINK-POWER-CORPORATION,RESTAURANT (61-150) SEATS HIGH RISK,1638,HOT N SWEET CHICKEN ARCADIA,ACTIVE,PR0122534,92,DAFIBDZ2I,1,ROUTINE INSPECTION
07-10-15,EE0000182,10424 WHITTIER BLVD,WHITTIER,FA0044659,PISCO SOUR MARKET,CA,90606,A,OW0028132,"PEGGI SUE CABRONEL, ET AL","FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,PISCO SOUR MARKET,INACTIVE,PR0045020,98,DA5AS07YL,1,ROUTINE INSPECTION
03-01-17,EE0001045,2201 S ATLANTIC BLVD # A,MONTEREY PARK,FA0174622,ONO HAWAIIAN BBQ,CA,91754,A,OW0181266,"OHB HOLDING I, LLC",RESTAURANT (31-60) SEATS HIGH RISK,1635,ONO HAWAIIAN BBQ,ACTIVE,PR0167649,93,DAAFRCG0D,1,ROUTINE INSPECTION
04-02-16,EE0000126,2201 W PALOS VERDES DR W,PALOS VERDES PENINSULA,FA0046689,SAINT HONORE FRENCH BAKERY,CA,90274,A,OW0011800,FGA CORPORATION,RESTAURANT (0-30) SEATS MODERATE RISK,1631,SAINT HONORE FRENCH BAKERY,ACTIVE,PR0047479,93,DAASDD5XB,1,ROUTINE INSPECTION
03-09-15,EE0000431,2055 WHITE AVE,LA VERNE,FA0056340,INLAND DAIRY MARKET,CA,91750,A,OW0028003,"PATEL,BABUBHAI K","FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,INLAND DAIRY MARKET,ACTIVE,PR0017140,99,DAPLD5T7Q,1,ROUTINE INSPECTION
28-11-17,EE0001025,6604 S VERMONT AVE,LOS ANGELES,FA0043052,PANAMERICANA BAKERY,CA,90044,A,OW0029600,"RAMIREZ, LEOPOLDO",RESTAURANT (0-30) SEATS MODERATE RISK,1631,PANAMERICANA BAKERY,ACTIVE,PR0046644,97,DAYVZ0T6D,1,ROUTINE INSPECTION
25-09-15,EE0000740,1220 S MAPLE ST # 100,LOS ANGELES,FA0173814,MANA CAFE,CA,90015,A,OW0180570,FREDY FLORES DAVILA,RESTAURANT (0-30) SEATS MODERATE RISK,1631,MANA CAFE,INACTIVE,PR0166620,96,DAJA3KDRC,1,ROUTINE INSPECTION
02-11-15,EE0000043,11030 W JEFFERSON BLVD,CULVER CITY,FA0054484,VONS PAVILIONS MARKET #2212,CA,90230,A,OW0038181,THE VONS COMPANIES INC.,RESTAURANT (0-30) SEATS MODERATE RISK,1631,PAVILIONS #2212 STARBUCKS,ACTIVE,PR0022282,97,DA5YOGQOD,1,ROUTINE INSPECTION
27-06-17,EE0000735,9640 SIERRA HWY,SANTA CLARITA,FA0004968,AGUA DULCE  WINERY,CA,91390,A,OW0001807,"AGUA DULCE WINERY, LLC","FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,AGUA DULCE  WINERY,ACTIVE,PR0019791,96,DAGEQDKH9,1,ROUTINE INSPECTION
14-11-16,EE0001045,1470 MONTEREY PASS RD,MONTEREY PARK,FA0158467,Z'S CRAZY GOOD,CA,91754,B,OW0123529,"HAVASOV, INC.",RESTAURANT (31-60) SEATS HIGH RISK,1635,Z'S CRAZY GOOD,ACTIVE,PR0146548,84,DASNLK7NK,1,ROUTINE INSPECTION
22-10-15,EE0000727,11633 SAN VICENTE BLVD STE #108,LOS ANGELES,FA0004886,BAR TOSCANA,CA,90044,A,OW0013802,"GORDO ENTERPRISES, LLC",RESTAURANT (31-60) SEATS HIGH RISK,1635,BAR TOSCANA,ACTIVE,PR0035485,97,DAWVTTTKN,1,ROUTINE INSPECTION
21-09-15,EE0000043,8588 WASHINGTON BLVD,CULVER CITY,FA0060247,COOL HAUS,CA,90232,A,OW0011611,FARCHITECTURE BB LLC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,COOL HAUS,ACTIVE,PR0030415,93,DAP86M6L9,1,ROUTINE INSPECTION
